상품ID,상품명,기존ID,기존카테고리,추천ID,추천카테고리,상태
13192331932,수경 재배 포트 망포트 32 호 10개입 재배기 식물 화분,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13192330197,스티커 제거 스크래퍼 본체 칼날 10입 세트,,생활/건강>청소용품>기타청소용품,50001849,기타청소용품,Fixed (Phase2)
13192329850,피클볼라켓 피클볼 패들 세트,,스포츠/레저>무술용품>기타무술용품,50002788,풀세트,Fixed (Phase2)
13187543036,둥근 조립형 화분 식물지 지대 25cm 4P 원형 화초 지지대 꽃지지대,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13187542075,미니 화장솔 브러쉬 8종 세트 아이보리 화장붓 미니브 여행용브 메이크업브,,화장품/미용>뷰티소품>메이크업브러시>페이스브러시,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13187541859,미니 화장솔 브러쉬 8종 세트 핑크 화장붓 미니브 여행용브 메이크업브,,화장품/미용>뷰티소품>메이크업브러시>페이스브러시,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13187541639,하트 모양 원형 넝쿨 화분 식물지 지대 호야 지지대 스킨답서 스지 화초,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13187541414,동그라미 원형 넝쿨 화분 식물지 지대 호야 지지대 스킨답서 스지 화초,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13187540321,원형 자동 급수 저면 관수 화분 소형 플라스틱,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13187539754,화단 화분 일자형 식물 이름표 팻말 36cm 수목 표찰 화분픽 꽃이름표,,생활/건강>정원/원예용품>정원데코,50001798,정원데코,Fixed (Phase2)
13187539082,화분 장식 방울방울 스투키 모자 5P 꾸미기 데코,,생활/건강>원예/식물>다육식물,50001796,원예부자재,Fixed (Phase2)
13187536055,텃밭 화분 분갈이 플라스틱 모종삽 어린이삽 아동삽 꽃삽 화분삽,,생활/건강>공구>원예공구>농기구,50001805,씨앗/모종,Fixed (Phase2)
13187533909,스타 배드민턴라켓 포커스 X 300 DR-AS300X 라켓2개입 운동용품 세트(1개입),,생활/건강>문구/사무용품>문구용품>문구세트,1408040000.0,스포츠/레저 > 배드민턴 > 배드민턴라켓,Mismatch
13187533685,16000 세르지오 유성색연필 24색 미술용품 세트(1개입),,생활/건강>문구/사무용품>문구용품>문구세트,50007969,문구세트,Fixed (Phase2)
13187530105,선물 어린이 캐릭터 참 세트 가방 답례품 랜덤 30개 장식 고리 키링 단체,,디지털/가전>휴대폰액세서리>휴대폰줄,50000256,휴대폰줄,Fixed (Phase2)
13187527980,선인장 물컵 세트 주방 텀블러 디자인 소품 세척용 브러쉬 청소솔 주방,,디지털/가전>카메라/캠코더용품>카메라/캠코더 관련용품>기타카메라/캠코더용품,50002113,기타카메라/캠코더용품,Fixed (Phase2)
13187521862,세트 씰 스티커 캐릭터 스티커 소품 24개 다이어리 꾸미기 이모티콘 데코,,출산/육아>교구>학습교구>기타교구,50006398,기타교구,Fixed (Phase2)
13187520750,교구 폭신폭신 캐릭터 어린이 스티커 코디 놀이 입히기 스티커 옷 소품 세트,,패션잡화>패션소품>기타패션소품,50000434,기타패션소품,Fixed (Phase2)
13187519750,교구 세트 어린이 놀이 캐릭터 랜덤발송 도장 활동지 미술 스티커 세트,,패션잡화>패션소품>기타패션소품,50000434,기타패션소품,Fixed (Phase2)
13187518878,다이어리 좋은 꾸미기 느낌 팩 소품 데코 하루 스티커 5장 세트 스티커,,출산/육아>교구>학습교구>기타교구,50006398,기타교구,Fixed (Phase2)
13187516694,볼 패들 세트 핸들러라켓 커플운동,,출산/육아>완구/인형>스포츠완구>기타스포츠완구,50004644,기타스포츠완구,Fixed (Phase2)
13187515901,블랙 토끼 대용량 여행용 파우치 3종 세트 화장품 수납 메이크업 생리대 휴대용 소품,,화장품/미용>뷰티소품>화장품케이스,50000643,파우치,Fixed (Phase2)
13187512785,원예 화분 물뿌리개 물 조리개 물주기 1L DD-11928,,생활/건강>정원/원예용품>물조리개,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13187510467,비즈 팔찌 만들기 세트 공예 재료 구슬 장난감 DIY 악세서리 키트,,출산/육아>완구/인형>미술놀이>종이접기,50000375,공예품,Fixed (Phase2)
13187510031,미니 꽃다발 사탕 목걸이 만들기 세트 졸업 입학 감사 축하 선물 포장 재료,,가구/인테리어>인테리어소품>미술작품>공예디자인,50008888,기타문구용품,Fixed (Phase2)
13187509247,여성 패션 실버 반지 4개 세트 실반지 레이어드,,패션잡화>주얼리>반지>패션반지,50004155,패션반지,Fixed (Phase2)
13187508496,다용도 정전기방지 ESD 브러쉬 세트 8pcs ID756,,생활/건강>공구>수작업공구>기타수작업공구,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13187507529,Prokit (SD-9322M) 정밀 드라이버 세트 T6229,,생활/건강>공구>전동공구>기타전동공구,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13187506741,Prokit(SD-205) 드라이버 세트 총 62종 드라이버 날 교환식 T8382,,생활/건강>공구>전동공구>기타전동공구,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13187506518,Prokit(1PK-212) 양날 렌치 드라이버 세트 T8533,,생활/건강>공구>수작업공구>복스,50003395,복스,Fixed (Phase2)
13187506303,Prokit(SD-9824) 드라이버 세트 24 in 1 T0001,,생활/건강>공구>전동공구>기타전동공구,50003391.0,생활/건강 > 공구 > 수작업공구 > 드라이버,Mismatch
13187506071,원예 화분 가꾸기 미니 12종 세트 DD-11158,,생활/건강>공구>원예공구>기타원예공구,50001796,원예부자재,Fixed (Phase2)
13187502944,수채 색연필 24색 세트 컬러링북 드로잉 미술수업 화구 채색용 학습준비 색연필세트,,생활/건강>화방용품>스케치/드로잉용품>수채색연필,50003895,수채색연필,Fixed (Phase2)
13187501220,점보 색연필 12색 세트 굵은 바디 휴대용 스케치 드로잉 채색 미술수업 학습준비,,생활/건강>문구/사무용품>문구용품>기타문구용품,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13187499785,목걸이 만들기 DIY 세트 자연 창의미술 여름 장식 비즈 공예 방과후 재료,,출산/육아>완구/인형>미술놀이>종이접기,1311190000.0,완구/취미 > 만들기/DIY > 비즈공예,Mismatch
13187496012,ㄱ자 물조리 공병 화분 뾰족 물조리개 250ml DD-12821,,생활/건강>정원/원예용품>물조리개,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13187494514,녹제거 쇠솔 철브러쉬 3P 세트,,생활/건강>공구>수작업공구>기타수작업공구,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13187494282,원예용 방수 화분 분갈이 매트 50x50cm,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13187492816,수채 색연필 60색 틴 케이스 세트 수성 컬러링 드로잉 미술용 선물 문구,,생활/건강>화방용품>애니메이션용품>펜촉/펜대,50003895,수채색연필,Fixed (Phase2)
13187492596,일반 색연필 72색 세트 틴 케이스 드로잉 컬러링 미술 준비물 화방용,,출산/육아>완구/인형>미술놀이>색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13181936458,청소 뚫어뻥 4IN1 핀셋 브러쉬 욕실 세트 청소솔,,생활/건강>청소용품>솔,50000828,러닝/캐미솔,Fixed (Phase2)
13181936226,정밀 다용도 세트 24종 작업용 정비 드라이버 공구,,생활/건강>공구>수작업공구>드라이버,50002668,드라이버,Fixed (Phase2)
13181933394,여성 라운드 리본 홈웨어 수면 잠옷 포인트 파자마 세트,,패션의류>남성언더웨어/잠옷>잠옷/홈웨어,50000826,잠옷/홈웨어,Fixed (Phase2)
13181933165,파랑 물뿌리개 화분 원예 화초 물조리개 특대 11L,,생활/건강>정원/원예용품>물조리개,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13181931995,1개 250ml 투명 분무기 수동 미용 스프레이 분무기통 화분 분사기 미용실 청소용,,생활/건강>생활용품>생활잡화>분무기,50003372,압축분무기,Fixed (Phase2)
13181928938,흙 날림방지 화분 덮개 코코넛 커버 중 10P DD-12419,,생활/건강>정원/원예용품>원예부자재,50001790,미니화분,Fixed (Phase2)
13176723593,10개 지름5cm 수경재배포트 망포트 물빠짐 수경 재배 포트망 화분 재배기 매쉬 메쉬,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13176723332,10개 지름4cm 수경재배포트 망포트 물빠짐 수경 재배 포트망 화분 재배기 매쉬 메쉬,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13176723069,10개 지름3cm 수경재배포트 망포트 물빠짐 수경 재배 포트망 화분 재배기 매쉬 메쉬,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13176722856,10개 지름6cm 수경재배포트 망포트 물빠짐 수경 재배 포트망 화분 재배기 매쉬 메쉬,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13176722171,다육이 선반 화분 받침대 실버 메탈 철제 거치대 3단,,생활/건강>정원/원예용품>화분받침,50001803,화분받침,Fixed (Phase2)
13176721448,화분 이름표 식물 표시 사인 100pcs,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13176716432,3가지 여행에도 꼭 세트 헤어브러쉬 필요한 일상에도,,화장품/미용>뷰티소품>헤어소품>헤어브러시,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13176710548,(러닝리소스) 걱정인형 세트 팔찌 IN95416,,출산/육아>완구/인형>언어/학습완구>디지털학습완구,50004431,디지털학습완구,Fixed (Phase2)
13176709233,신울타리 화분 1호 울타리화분 미니화분 모종,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13176708494,신울타리 화분 2호 울타리화분 미니화분 모종,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13176706804,식물 방한 커버 부직포 화분 덮개 180x120 DD-12548,,생활/건강>정원/원예용품>원예부자재,50001786,식용식물,Fixed (Phase2)
13176706360,식물 방한 커버 부직포 화분 덮개 80x60 DD-12547,,생활/건강>정원/원예용품>원예부자재,50001786,식용식물,Fixed (Phase2)
13176704496,여성 물결 수면 핑크 리본 홈웨어 잠옷 그레이 세트,,패션의류>남성언더웨어/잠옷>잠옷/홈웨어,12161905.0,문구/사무용품 > 포장용품 > 리본/장식끈,Mismatch
13176704244,정밀 자성 십자 드라이버 비트 공구 세트 6P 공구함,,생활/건강>공구>수작업공구>드라이버,50002668,드라이버,Fixed (Phase2)
13171551370,물조리개 원예 화분 물뿌리개 물 조리개 물주기 1L M11928,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13171550612,세트 (PC) 스티커 장식 풍선,,가구/인테리어>인테리어소품>기타장식용품,50000968,기타장식용품,Fixed (Phase2)
13171550082,투명 원형 책상 연필꽂이 펜꽂이 필기구 정리함 연필통 색연필 꽂이 볼펜,,생활/건강>문구/사무용품>필기도구>연필,50004252,색연필,Fixed (Phase2)
13171530012,DIY 신꾸 신발 샌들 구멍슬리퍼 꾸미기 진주리본 세트,,패션잡화>패션소품>기타패션소품,12161905.0,문구/사무용품 > 포장용품 > 리본/장식끈,Mismatch
13171526094,여성 중목 패션 로퍼 리본 포인트 예쁜 양말 3개 세트,,패션잡화>양말>여성양말>중목/장목양말,50003996,중목/장목양말,Fixed (Phase2)
13171523489,천연 진주 목걸이 팔찌 귀걸이 세트 고급 선물포장,,패션잡화>주얼리>주얼리세트>진주세트,50004185,진주세트,Fixed (Phase2)
13166562428,열부착 리본 와펜 패치 9종 세트 에코백 리폼 다리미 장식,,생활/건강>생활용품>생활선물세트,12161905.0,문구/사무용품 > 포장용품 > 리본/장식끈,Mismatch
13166561116,일본 컬러 붓펜 그린 브러쉬펜 캘리그라피 수채화 손글씨 서예 드로잉 문구용 필기구,,생활/건강>문구/사무용품>필기도구>볼펜,50007568,붓펜,Fixed (Phase2)
13166560915,일본 컬러 붓펜 퍼플 브러쉬펜 캘리그라피 수채화 손글씨 서예 드로잉 문구용 필기구,,생활/건강>문구/사무용품>필기도구>볼펜,50007568,붓펜,Fixed (Phase2)
13166560723,일본 컬러 붓펜 터키석 브러쉬펜 캘리그라피 수채화 손글씨 서예 드로잉 문구용 필기구,,생활/건강>문구/사무용품>필기도구>볼펜,50007568,붓펜,Fixed (Phase2)
13166560525,일본 컬러 붓펜 세피아 브러쉬펜 캘리그라피 수채화 손글씨 서예 드로잉 문구용 필기구,,생활/건강>문구/사무용품>필기도구>볼펜,50007568,붓펜,Fixed (Phase2)
13166559646,캐릭터 스티커 세트 다꾸 폰꾸 다이어리 꾸미기 노트 장식 굿즈 소품,,생활/건강>문구/사무용품>스티커>다꾸스티커,1001120000.0,문구/사무용품 > 스티커/라벨 > 스티커,Mismatch
13166559454,화분 정리대 2단 원예 선반 베란다 다용도 진열대 받침대,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13166559263,3단 화분 정리대 원예 진열대 베란다 거실 다육이 선반 식물 수납 받침대,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13166557579,화분 자동 급수기 페트병 연결 물주기 헤드 관수 조절기 식물 화초 관리,,생활/건강>정원/원예용품>물조리개,50001794,물조리개,Fixed (Phase2)
13166557164,다용도 청소솔 바닥솔 타일솔 텀블러솔 운동화솔 틈새솔 변기솔 세면대 브러쉬 세트,,생활/건강>청소용품>솔,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13166548910,테이프 클리너 세트 먼지 제거 머리카락 청소 돌돌이 스티커 자국 정리 롤러형 도구,,생활/건강>청소용품>테이프클리너,50001846,테이프클리너,Fixed (Phase2)
13166546987,캐릭터 편지지 세트 스티커 봉투 포함 선물용 메모지 문구 팬시 소품,,생활/건강>문구/사무용품>카드/엽서/봉투>편지지,50008131,편지지,Fixed (Phase2)
13166546815,개구리 캐릭터 편지지 세트 스티커 봉투 포함 선물용 메모지 문구 소품,,생활/건강>문구/사무용품>카드/엽서/봉투>편지지,1001120000.0,문구/사무용품 > 스티커/라벨 > 스티커,Mismatch
13166546407,빈티지 도자기 화분 소형 토분 4발 스텐드형 TB-16B,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166546196,빈티지 도자기 화분 토분 원형 수국 30x16cm,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166546020,국산 도자기 화분 토분 화분 소형 15x13cm 컬러 랜덤,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166545843,빈티지 도자기 화분 예쁜 다육이 소형 화분 16x13cm,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166545658,수제 빈티지 도자기 화분 토분 인테리어화분 16x12cm,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166545505,수제 빈티지 도자기 화분 토분 타원 인테리어화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166545321,미니 도자기화분 토기 다육이 선인장 화분 14x14,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166545138,빈티지 도자기 화분 토분 소형 인테리어화분 13x16cm,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166544947,아쿠아 도자기 화분 토분 2개 세트 인테리어화분,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13166544241,서예 세필붓 한글 캘리 붓펜 브러쉬 브러시 11종 세트,,생활/건강>화방용품>서예/동양화용품>먹,50020839,주먹밥/김밥,Fixed (Phase2)
13166543669,화분 ROOM 리브 26x28cm SELF 자동급수,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13166542430,텃밭가꾸기용하우스팜 봄학교식물재배 봄학교 하우스팜 목분 홈가드닝 분갈이 미니 화분 가벼운 식물재배,,생활/건강>정원/원예용품>화분,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13166539026,까렌다쉬 파블로 유성색연필 30색 색연필 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166538854,까렌다쉬 파블로 유성색연필 18색 색연필 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166538665,까렌다쉬 파블로 유성색연필 40색 색연필 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166538477,까렌다쉬 파블로 유성색연필 12색 색연필 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166538296,까렌다쉬 수프라칼라 소프트 수성색연필 18색 세트,,생활/건강>화방용품>스케치/드로잉용품>수채색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166537701,까렌다쉬 수프라칼라 소프트 수성색연필 12색 세트,,생활/건강>화방용품>스케치/드로잉용품>수채색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166537517,파버카스텔 일반 색연필 36색 세트 틴케이스,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896,유성색연필,Fixed (Phase2)
13166537320,파버카스텔 일반 색연필 24색 세트 틴케이스,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896,유성색연필,Fixed (Phase2)
13166537121,파버카스텔 일반 색연필 12색 세트 틴케이스,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896,유성색연필,Fixed (Phase2)
13166536534,까렌다쉬 루미넌스 유성색연필 76색 우드케이스 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896,유성색연필,Fixed (Phase2)
13166536358,까렌다쉬 파블로 유성색연필 80색 색연필 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166536158,까렌다쉬 파블로 유성색연필 120색 우드케이스 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896,유성색연필,Fixed (Phase2)
13166535763,까렌다쉬 루미넌스 유성색연필 100색 색연필 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166535568,까렌다쉬 루미넌스 유성색연필 76색 블랜더 2P 세트,,생활/건강>화방용품>스케치/드로잉용품>유성색연필,50003896,유성색연필,Fixed (Phase2)
13166535343,까렌다쉬 수프라칼라 소프트 수성색연필 120색 세트,,생활/건강>화방용품>스케치/드로잉용품>수채색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13166534968,동자승4종 세트 차량용 피규어 소품 미니어쳐,,가구/인테리어>서재/사무용가구>사무/교구용가구>사무용책상,50001069,장식인형,Fixed (Phase2)
13166534767,컴퍼스 샤프 삼각자 각도기 눈금자 방안자 세트,,스포츠/레저>헬스>헬스소품>기타헬스소품,50003170,기타헬스소품,Fixed (Phase2)
13166533510,흑요석 부처얼굴 염주 목걸이 세트,,생활/건강>종교>불교용품,50000243,불교용품,Fixed (Phase2)
13161485206,포장끈 3색 스티커 세트 포장랩핑 빵끈 선물포장리본,,생활/건강>공구>포장용품>리본,50003547,리본,Fixed (Phase2)
13161481502,집에서 식물 키우기 스위트 바질 식용 허브 화분 키트,,생활/건강>원예/식물>씨앗/모종,50001805,씨앗/모종,Fixed (Phase2)
13161481264,DIY 집에서 식물 키우기 부추 식용 허브 화분 키트,,생활/건강>원예/식물>씨앗/모종,50001805,씨앗/모종,Fixed (Phase2)
13161481004,0.5mm 브러쉬펜 부드러운 볼펜 세트 5PCS DD-13100,,생활/건강>문구/사무용품>필기도구>볼펜,50000244.0,화장품/미용 > 뷰티소품 > 메이크업브러쉬,Mismatch
13161480788,블랙펄7색 색연필 KN-6 7색 무지개색연필,,출산/육아>완구/인형>미술놀이>색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13161479197,시크릿 셀프 디테일링 브러쉬 세트 붓 차량용 청소,,생활/건강>청소용품>기타청소용품,50003417,기타전동공구,Fixed (Phase2)
13161478508,여성 여자 여름 프릴 리본 반팔 반 바지 잠옷 파자마 홈웨어 실내복 세트,,패션의류>여성언더웨어/잠옷>잠옷/홈웨어,50000826,잠옷/홈웨어,Fixed (Phase2)
13156893318,귀여운 눈사람 별상자 선물 캔디 초콜릿 크리스마스 성탄절,,생활/건강>공구>포장용품>선물박스,50006878,선물박스,Fixed (Phase2)
13156893141,리본 선물 별상자 캔디 초콜릿 크리스마스 성탄절,,생활/건강>공구>포장용품>선물박스,50001831.0,식품 > 과자 > 초콜릿,Mismatch
13156892939,원예 화분 화초 벌레 끈끈이 사각 트랩 뿌리 파리 파리왕 초파리 노란 제거,,생활/건강>생활용품>해충퇴치용품>끈끈이,50002695,끈끈이,Fixed (Phase2)
13156892722,화분 분갈이 바닥 망사(2호) 배수판 물구멍 깔망 화분깔망 화분배,,생활/건강>정원/원예용품>원예부자재,50001796,원예부자재,Fixed (Phase2)
13156892509,파스텔 미니 플라스틱 화분 7X8cm 식목일 모종 심기 다육이 다육이심기 꽃심기 원예,,생활/건강>정원/원예용품>화분,50001790,미니화분,Fixed (Phase2)
13156890648,여성 노트북가방 숄더백 토끼키링 증정,,디지털/가전>노트북액세서리>노트북가방/케이스,50001580,노트북가방/케이스,Fixed (Phase2)
13156886386,색연필 세트 36개 미술 어린이 다색 체크 도구 색칠 색연필 놀이 캐릭터,,출산/육아>완구/인형>미술놀이>색연필,50003896.0,생활/건강 > 문구/사무용품 > 화방용품 > 색연필,Mismatch
13156885631,펠트 DIY 키링 키트 양모 놀이 랜덤발송 수공예 만들기 캐릭터 세트 교구,,패션잡화>패션소품>키홀더,50000570,키홀더,Fixed (Phase2)
13153017796,화분 덮개 흙날림 흙장난방지 화분커버 소 M12165,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153012183,정밀 드라이버 세트 시계 안경 삼각 별모양 육각,,생활/건강>공구>전동공구>기타전동공구,50002668,드라이버,Fixed (Phase2)
13153011999,압축 분무기 1L 고압 자동 세차폼건 화분 농업용,,생활/건강>공구>원예공구>압축분무기,50003372,압축분무기,Fixed (Phase2)
13153011195,오링 화초 꽃 묘목 식물 화분 지지대 지주대 48cm,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153010555,귀여운 고양이 노트북 캐리어 방수 스티커 50장 세트,,생활/건강>문구/사무용품>스티커>다꾸스티커,50001066,데코스티커,Fixed (Phase2)
13153005855,미니 원예 도구 3종 세트 화분 분갈이 삽 갈퀴 흙 정리 가드닝 교육용 키트,,생활/건강>원예/식물>미니화분,50003371,농기구,Fixed (Phase2)
13153005659,미세분사 분무기 겸용 물조리개 소형 스프레이 원예 화분 미용 다용도 안개분사 물뿌리개,,생활/건강>정원/원예용품>물조리개,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153005454,원예용 분무기 물조리개 화분 물주기 물뿌리개 소형 급수기 다용도 홈가드닝,,생활/건강>문구/사무용품>문구용품>기타문구용품,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153005283,페트병 연결 물조리개 캡 3개입 화분 물주기 간편 급수기 분무용 다용도 원예 보조도구,,생활/건강>정원/원예용품>물조리개,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153004278,대형 원형 화분 받침대 바퀴형 이동식 물받이 트레이 화분받침 수납 이동 보조 받침판,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153004102,이동식 원형 화분 받침대 바퀴형 고정식 다용도 이동 트레이 실내 정리 받침판,,생활/건강>정원/원예용품>화분받침,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
13153003232,골프 헤드 커버 세트 인조가죽 타입 클럽 보호 드라이버 우드 보관,,스포츠/레저>골프>골프필드용품>헤드커버,50002819,헤드커버,Fixed (Phase2)
13153002413,식물 지지 클립 고정 집게 화분 지주대 고추대 철사 원예용 비닐하우스 자재,,생활/건강>공구>원예공구>기타원예공구,50001796,원예부자재,Fixed (Phase2)
13132127248,미성 해씨 초콜릿 30g 영양 만점 해바라기씨 초코 아이들 초등학생 간식 어른 간식,,식품>과자/베이커리>초콜릿,50002000,초콜릿,Fixed (Phase2)
13132127026,미성 해씨 초콜릿 30g 12개입 1통 고소한 해바라기씨 초콜릿 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50001831.0,식품 > 과자 > 초콜릿,Mismatch
13132126830,미성 스톤 초콜릿 30g 알록달록 돌멩이 모양 추억의 과자 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50002000,초콜릿,Fixed (Phase2)
13132126608,미성 스톤 초콜릿 30g 12개입 1통 추억의 돌멩이 초콜릿 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50001831.0,식품 > 과자 > 초콜릿,Mismatch
13132126234,스노우 생 초코레드 오리지널 32g 입안에서 사르르 녹는 초콜릿 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50001831.0,식품 > 과자 > 초콜릿,Mismatch
13132126044,스노우 생 초코레드 오리지널 32g 12개입 1팩 생초콜릿 세트 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50001831.0,식품 > 과자 > 초콜릿,Mismatch
13132125846,스노우 생 초코레드 말차맛 32g 쌉싸름하고 달콤한 말차 초콜릿 어른 아이들 간식,,식품>과자/베이커리>초콜릿,50001831.0,식품 > 과자 > 초콜릿,Mismatch
13132125438,엘리스 초코 샌드 비스킷 150g 진한 초콜릿 크림 샌드 과자 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50002000,초콜릿,Fixed (Phase2)
13132125257,미니 땅콩버터 와플 초콜릿 콘 300g 대용량 피넛버터 와플 과자 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50002000,초콜릿,Fixed (Phase2)
13132125059,미니 땅콩버터 와플 초콜릿 콘 300g 4개 대용량 세트 피넛버터 과자 아이들 초등학생 간식,,식품>과자/베이커리>초콜릿,50002000,초콜릿,Fixed (Phase2)
13132124621,오발틴 코코아 마시멜로우 25g 초코 마시멜로 달콤한 초콜릿 디저트 아이들 초등학생 간식,,식품>과자/베이커리>사탕,50002001,사탕,Fixed (Phase2)
13132121393,열전도 볼륨 드라이빗 대왕 롤빗 브러쉬 앞머리 뿌리볼륨 꼬리빗 세트,,화장품/미용>뷰티소품>헤어소품>헤어브러시,50004396,헤어브러시,Fixed (Phase2)
13132120381,bns 원형 화분 깔망 10cm 50개입,,생활/건강>정원/원예용품>원예부자재,1312080000.0,취미/도서 > 원예/식물 > 화분용품 > 화분,Mismatch
